word,mean,check
magazine,n. 杂志；弹药库；胶卷盒,
magic,n. 巫术；魔法；戏法 adj. 不可思议的；有魔力的；魔术的,
maid,n. 女仆；少女 vt. 侍候；做新娘的女傧相 vi. 当女仆,
mail,n. 邮件；邮政，邮递；盔甲 v. 邮寄；给…穿盔甲,
mailbox,n. 邮箱；邮筒,
main,n. 主要部分，要点；体力；总管道 adj. 主要的，最重要的；全力的,
mainland,n. 大陆；本土 adj. 大陆的；本土的,
major,adj. 主要的；重要的；主修的；较多的 n. [人类] 成年人；主修科目；陆军少校 v. 主修,
majority,n. 多数， 大多数；【律】 成年,
make,v.  [made-made] 做， 制造； 作出， 制定； 使， 迫使； 获得， 挣得； 成为， 到达,
male,adj. 男性的；雄性的；有力的 n. 男人；雄性动物,
mall,n.  购物中心， 商店区,
man,n. 成年男子，男人 v. 在〔某系统、设备等上〕工作；使用，操纵〔某系统、设备等〕 interjection. 喂，嘿，啊呀〔用于强调正在说的话，尤在生气、吃惊、失望等时使用〕,
manage,"v. 经营,管理,；设法做成，努力完成；管理 (时间、金钱等)",
manager,"n. 经理, 管理人员",
mankind,n. 人类；男性,
manner,"n. 方式;举止;(pl.)风度,礼貌;规矩;风俗",
many,pron. 许多；许多人 adj. 许多的 n. (Many)人名；(法)马尼,
map,v. 映射；计划；绘制地图；确定基因在染色体中的位置 n. 地图；示意图；染色体图,
maple,n.枫树(枫树是加拿大的国树),
marathon,n. 马拉松赛跑；耐力的考验 adj. 马拉松式的；有耐力的 vi. 参加马拉松赛跑,
marble,n. 大理石；大理石制品；弹珠 adj. 大理石的；冷酷无情的,
march,v. （坚定地向某地）前进；行军，进军；游行示威；进展，进行 n. 行进，前进；行军；游行示威；进行曲,
mark,n.  痕迹， 斑点， 污点； 记号， 标记； 分数,
market,n. 市场；行情；股票市场；市面；集市；销路；商店 v. 在市场上出售,
marriage,n. 结婚；婚姻生活；密切结合，合并,
married,adj. 已婚的，有配偶的；婚姻的，夫妇的；密切结合的 n. 已婚者 v. 结婚，与…结婚（marry的过去式）,
marry,v. 嫁；娶；与……结婚 n. (Marry)人名；(阿拉伯)马雷；(法)马里,
mask,n. 面具，面罩；假面具，伪装 vt.  掩饰， 掩盖,
mass,n. 块，团；群众，民众；大量，众多；质量 adj. 群众的，民众的；大规模的，集中的 v. 聚集起来，聚集,
master,adj. 主要的 n. 男主人； 雇主；师傅； 大师， 名家；硕士 vt. 精通， 掌握,
mat,n. 垫；垫子；衬边 v. 缠结；铺席于……上 adj. 无光泽的,
match,v. 使比赛；使相配；敌得过，比得上；相配；与…竞争 n. 比赛，竞赛；匹配；对手；火柴,
material,adj.  物质的， 身体上的； 重要的； 实质性的， 客观存在的 n. 材料，原料；素材，资料,
math,n. 数学（等于mathematics）,
mathematics,n. 数学；数学运算,
maths,n. 数学（等于mathematics）,
matter,v.  要紧， 有关系 n. 事情，情况；物质；麻烦事，毛病,
mature,adj. 成熟的，成年人的；深思熟虑的；到期的，应支付的 vt. 使成熟,
maximum,n. [数] 极大，最大限度；最大量 adj. 最高的；最多的；最大极限的,
may,aux. 可以，能够；可能，也许；祝，愿；会，能,
maybe,adv. 也许；可能；大概 n. 可能性；不确定性,
me,pron. 我（宾格） n. 自我；极端自私的人；自我的一部分,
meal,n. 一餐，一顿饭；膳食 vi. 进餐,
mean,v. 表示…的意思；意指；意味着；意欲，打算；注定；怀有特定用意；具有意义 adj. 低劣的，卑鄙的；平庸的；没有价值的；难看的，破旧的；吝啬的；中等的；平均的；中项的 n.  平均 ， 中数,
meaning,n. 意义；含义；意图 adj. 意味深长的 v. 意味；意思是（mean的ing形式）,
means,n. 手段；方法；财产 v. 意思是；打算（mean的第三人称单数） [ 复数means ],
meanwhile,adv. 同时，其间 n. 其间，其时,
measure,vt. 测量，度量；衡量 n. 分量； 尺寸； 量具； 计量单位； 量度， 测量； 措施， 办法,
meat,"n. (食用)肉,肉类",
medal,n. 奖章， 勋章， 纪念章,
media,n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉,
medical,adj. 医学的；药的；内科的 n. 医生；体格检查,
medicine,n. 药；医学；内科；巫术 v. 用药物治疗；给…用药,
medium,adj. 〔大小、水平或数量〕中等的；中号的 n. 传播媒介〔如报纸、电视等〕 n. 灵媒，巫师，通灵的人,
meet,v.  [met-met] 遇见， 碰到； 接； 和…见面， 和…会面,
meeting,n. 会议；会见；集会；汇合点 v. 会面；会合（meet的ing形式）,
melon,n. 瓜；甜瓜；大肚子；圆鼓鼓像瓜似的东西,
member,n. 成员；会员；议员,
memorial,n. 纪念碑，纪念馆；纪念仪式；纪念物 adj. 记忆的；纪念的，追悼的,
memorize,vt.  记住， 记忆， 熟记,
memory,n. 记忆，记忆力；内存，[计] 存储器；回忆,
mend,v.  修理， 修补； 改良， 改进； 修正， 改正； 恢复健康， 痊愈,
mental,adj. 心理的， 精神的， 思想上的； 精神病的； 智力的,
mentally,adv. 精神上，智力上；心理上,
mention,v. 提到，谈到；提及，论及；说起 n. 提及，说起,
menu,n.  菜单,
merchant,n. 商人，批发商；店主 adj. 商业的，商人的,
merciful,adj. 仁慈的；慈悲的；宽容的,
mercy,n.  宽恕； 仁慈； 恩惠， 幸运,
merely,"adv. 仅仅, 只, 不过",
merry,adj. 愉快的；微醉的；嬉戏作乐的 n. 甜樱桃,
mess,n. 混乱；食堂，伙食团；困境；脏乱的东西 v. 弄乱，弄脏；毁坏；使就餐,
message,n. 消息；差使；启示；预言；广告词 v. 报信，报告；[通信] 报文,
messy,adj. 凌乱的，散乱的；肮脏的，污秽的；麻烦的,
metal,n. 金属；合金 v. 以金属覆盖 adj. 金属制的,
meter,n. 计量器；计，表,
method,n. 方法；条理；类函数 adj. 使用体验派表演方法的,
metre,n. (meter)米，公尺；仪表，计量器,
microcomputer,n. 微电脑；[计] 微型计算机,
microscope,n.  显微镜,
microwave,n. 微波(波长为1毫米至30厘米的高频电磁波),
midday,n. 中午；正午 adj. 正午的,
middle,adj. 中间的，中部的；中级的，中等的 n. 中间，中央；腰部,
midnight,n. 午夜，半夜12点钟 adj. 半夜的；漆黑的,
might,n. 力量；威力；势力 v. 可以；或许（may的过去式）；应该 aux. 可能；也许,
mild,adj. 温和的；轻微的；淡味的；文雅的；不含有害物质的的 n. （英国的一种）淡味麦芽啤酒,
mile,n. 英里；一英里赛跑；较大的距离,
milk,n. 牛奶；乳状物 v. 榨取；挤…的奶,
million,n. 百万；无数 adj. 百万的；无数的 num. 百万,
millionaire,n. 百万富翁；大富豪 adj. 100万以上人口的,
mind,n.  头脑， 精神， 理智； 智力； 注意力， 心思； 意向， 想法,
mine,n. 矿，矿藏；矿山，矿井；地雷，水雷 v. 开采，采掘；在…布雷 pron. 我的,
mineral,n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示） adj. 矿物的；矿质的,
minibus,n. 面包车（等于microbus）；小型公共汽车；中客车 vi. 乘中客车,
minimum,n. 最小值；最低限度；最小化；最小量 adj. 最小的；最低的,
miniskirt,n. 超短裙；迷你短裙,
minister,n. 部长；大臣；牧师 v. 执行牧师职务；辅助或伺候某人,
ministry,n. (政府的)部门,
minority,n. 少数民族；少数派；未成年 adj. 少数的；属于少数派的,
minus,prep. 减，减去 n. 负号，减号；不足；负数 adj. 减的；负的,
minute,n. 分，分钟；片刻，一会儿；备忘录，笔记；会议记录 v. 将…记录下来 adj. 微小的，详细的 [ma??nju?t; US -?nu?t; ma?ˋnut],
mirror,n. 镜子；真实的写照；榜样 v. 反射；反映,
misleading,adj.  令人误解的， 导致错误结论的； 引入歧途的； 欺骗的； 迷惑人的,
miss,v.  未击中， 未达到； 未赶上， 错过； 思念， 想念； 未明白； 避免， 逃脱 n. 小姐,
missile,n. 导弹；投射物 adj. 导弹的；可投掷的；用以发射导弹的,
mist,n. 薄雾；视线模糊不清；模糊不清之物 v. 下雾；变模糊,
mistake,n. 〔行为、看法、言辞等上的〕错误 v. 弄错，误解，误会,
mistaken,adj. 错误的；弄错的；被误解的 v. 弄错（mistake的过去分词）,
misunderstand,vt.   误会， 不理解,
mix,v. 配制；混淆；使混和；使结交 n. 混合；混合物；混乱,
mixture,n. 混合；混合物； 混合剂,
mm,abbr. 毫米（millimeter） n. 缅甸的域名,
mobile,adj. 可移动的；机动的；易变的；非固定的 n. 运动物体,
model,n. 模型；典型；模范；模特儿；样式 v. 模拟；塑造；模仿 adj. 模范的；作模型用的,
modem,n. 调制解调器（等于modulator-demodulator）,
modern,adj. 现代的，近代的；时髦的 n. 现代人；有思想的人,
modest,adj. 谦虚的，谦逊的；适度的；端庄的；羞怯的 n. (Modest)人名；(罗)莫代斯特；(德)莫德斯特；(俄)莫杰斯特,
mom,n.  妈妈,
moment,n.  片刻， 瞬间， 时刻； 机会， 时机,
mommy,n. 妈咪,
money,n. 货币；金钱；财富,
monitor,n. 班长；监视器，检测器；显示器 vt. 监听， 检测,
monkey,n. 猴子；顽童 v. 胡闹；捣蛋,
monster,adj. 大的， 庞大的 n. 怪物；极其残酷的人；巨人，巨兽，巨大的东西,
month,n.  月， 一个月的时间,
monument,n. 纪念碑；历史遗迹；不朽的作品 vt. 为…树碑,
moon,n. 月亮；月球；月光；卫星 v. 闲荡；出神,
mop,v. 擦干；用拖把拖洗 n. 拖把；蓬松的头发；鬼脸,
moral,adj. 道德的， 道义的 < n. 道德， 伦理；寓意， 教育意义,
more,adv. 更多；此外；更大程度地 adj. 更多的；附加的 pron. 更多的数量 n. 更多,
morning,n. 早晨；黎明；初期,
most,adv. 最；非常，极其；最多；几乎 adj. 大部分的，多数的；最多的 n. 大部分，大多数,
mother,n. 母亲；大娘；女修道院院长 v. 生下；养育；像母亲般关怀或照管 adj. 母亲的；出生地的,
motherland,n. 祖国；母国,
motivation,n. 动机；积极性；推动,
motor,n. 发动机，马达；汽车 adj. 汽车的；机动的 v. 乘汽车,
motorbike,n. 摩托车,
motorcycle,n. 摩托车；机动车 v. 骑摩托车,
motto,n.  座右铭； 箴言， 格言,
mountain,n. 山，山岳；山脉,
mountainous,adj. 多山的；巨大的；山一般的,
mourn,v. 哀悼；忧伤；服丧,
mouse,n. 鼠标；老鼠；胆小羞怯的人 v. 探出,
moustache,n. 小胡子；髭；触须,
mouth,n. 口，嘴；河口 v. 做作地说，装腔作势地说；喃喃地说出,
mouthful,n. 一口，满口,
move,v.  移动， 搬动， 搬； 动摇， 使改变主意； 感动， 激起； 进展， 发展,
movement,"n. 运动；活动；移动,迁移",
movie,n. 电影；电影院；电影业 adj. 电影的,
much,adv. 非常，很 adj. 大量的 n. 许多，大量 pron. 许多，大量,
mud,v. 弄脏；用泥涂 n. 泥；诽谤的话；无价值的东西,
muddy,adj. 泥泞的，沾满烂泥的；灰暗的，暗淡的；模糊的，糊涂的 vt. 使沾上烂泥； 使显得扑朔迷离,
multiply,v. 乘；使增加；使繁殖；使相乘 adv. 多样地；复合地 adj. 多层的；多样的,
murder,n. 谋杀，凶杀；谋杀罪 v. 谋杀；杀害,
museum,n. 博物馆；展览馆,
mushroom,n. 蘑菇，伞菌；蘑菇形物体；暴发户 adj. 蘑菇的；蘑菇形的；迅速生长的 v. 迅速增加；采蘑菇；迅速生长,
music,n. 音乐，乐曲；乐谱,
musical,adj. 音乐的；悦耳的；有音乐天赋的，爱好音乐的 n.  音乐剧,
musician,n.  音乐家， 乐师,
must,aux. 必须，一定；可以，应当；很可能 n. 绝对必要的事物；未发酵葡萄汁,
mustard,n. 芥末；芥菜；深黄色；强烈的兴趣,
mutton,n.  羊肉,
my,pron. 我的 int. 哎呀（表示惊奇等）；喔唷 n. (My)人名；(越)美；(老、柬)米,
myself,pron. 我自己；我亲自；我的正常的健康状况和正常情绪,
mysterious,adj. 神秘的， 可疑的； 难理解的,
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀,
nail,v. 钉；使固定；揭露 n. [解剖] 指甲；钉子,
name,n. 名称，名字；姓名；名誉 v. 命名，任命；指定；称呼；提名；叫出 adj. 姓名的；据以取名的,
narrow,adj. 狭窄的，有限的；勉强的；精密的；度量小的 n. 海峡；狭窄部分，隘路 v. 使变狭窄,
nation,n. 国家；民族；国民,
national,adj.  国家的， 全国的； 民族的； 国有的， 国立的,
nationality,n. 国籍，国家；民族；部落,
nationwide,adj. 全国范围的；全国性的 adv. 在全国,
native,adj. 本国的；土著的；天然的；与生俱来的；天赋的 n. 本地人；土产；当地居民,
natural,adj. 自然的；物质的；天生的；不做作的 n. 自然的事情；白痴；本位音,
nature,n.  大自然， 自然界； 本性， 性格， 性情； 性质， 类型,
navy,n.  海军,
near,adv. 近，在近处 adj.  近的， 接近的； 亲近的 prep. 靠近，接近,
nearby,adj. 附近的，邻近的 adv. 在附近 prep. 在…附近,
nearly,adv. 差不多，几乎；密切地,
neat,adj. 灵巧的；整洁的；优雅的；齐整的；未搀水的；平滑的,
necessary,adj. 必要的，必需的；必然的，势必的，不可避免的 n.  必需品,
neck,n. 脖子；衣领；海峡 v. 搂著脖子亲吻；变狭窄,
necklace,n. 项链，项圈,
necktie,n. 领带,
need,v. 需要；必须 n.  需要， 必要； 缺乏； 迫切要求,
needle,n. 针；指针；刺激；针状物 v. 缝纫；做针线,
negative,adj. [数] 负的；消极的；否定的；阴性的 n. 否定；负数；[摄] 底片 v. 否定；拒绝,
negotiate,v. 洽谈， 协商； 顺利通过， 成功越过； 协商， 谈判,
neighbor,n. 邻居 adj. 邻近的 v. 友好；毗邻而居,
neighbour,n. n邻居;同胞；仁慈的人 v. 邻接 adj. 邻居的；邻近的,
neighbourhood,n. 邻居； 四邻； 街道， 住宅区,
neither,conj. 也不；既不 adv. 两个都不；既不……也不 adj. 两者都不的 pron. 两者都不,
nephew,"n. 侄子, 外甥",
nervous,adj.  神经紧张的， 情绪不安的； 神经系统的； 神经性的,
nest,n. 巢，窝；安乐窝；温床 v. 筑巢；嵌套,
net,n. 网；网络；净利；实价 v. 编网 adj. 纯粹的；净余的,
network,n.  网状物； 广播网， 电视网； 网络,
never,adv.  从不， 永不； 决不， 千万不,
new,adj. 新的，新鲜的；更新的；初见的 adv. 新近 n. (New)人名；(英)纽,
news,n. 新闻，消息；新闻报导,
newspaper,n. 报纸，报,
next,adv. 然后；下次；其次 adj. 下一个的；其次的；贴近的 n. 下一个 prep. 靠近；居于…之后,
nice,adj. 精密的；美好的；细微的；和蔼的 n. (Nice)人名；(英)尼斯,
niece,n. 侄女； 外甥女,
night,n. 夜晚，晚上；黑暗，黑夜 adj. 夜晚的，夜间的,
nine,n. 九，九个 num. 九；九个 adj. 九的，九个的,
nineteen,num.  十九， 十九个,
nineteenth,num. 第十九 n.  十九分之一,
ninety,n. 九十 adj. 九十的；九十岁的 num. 九十,
ninth,num. 第九 adj. 第九的；九分之一的 n. 九分之一,
no,adv. 不 adj. 没有；不是 n. 不；否决票 abbr. 数字（number）；元素锘（nobelium）的符号,
noble,adj. 高尚的；贵族的；惰性的；宏伟的 n. 贵族 vt. 抓住；逮捕,
nobody,pron. 无人，没有人；没有任何人 n. 无名小卒；小人物,
nod,n. 点头；打盹；摆动 v. 点头；点头表示,
noise,n. [环境] 噪音；响声；杂音 v. 谣传,
noisily,adv. 吵闹地，喧闹地,
noisy,adj. 嘈杂的；喧闹的；聒噪的,
non-stop,adj&adv.  不停的， 不断的,
none,pron. 没有人；一个也没有；没有任何东西 adj. 没有的，一点没有的 adv. 决不，一点也不 n. (None)人名；(葡、罗)诺内；(日)野根(姓),
noodle,n. 面条；笨蛋,
noon,n. 中午；正午；全盛期,
nor,conj. 也不；也不是 adv. 也不；也没有 n. (Nor)人名；(中)挪(广东话·威妥玛)；(马来、俄)诺尔；(柬)诺,
normal,adj. 正常的；正规的，标准的 n. 正常；标准；常态,
north,adv.  向北方 adj. 北方的，北部的；来自北方的 n. 北，北部,
northeast,adj. 东北的；向东北的；来自东北的 n. 东北 adv. 向东北；来自东北,
northern,adj. 北部的；北方的 n. 北部方言,
northwards,adv. 向北,
northwest,adj. 西北的；向西北的；来自西北的 n. 西北 adv. 在西北；向西北；来自西北,
nose,n. 鼻子；嗅觉；突出的部分；探问 v. 嗅；用鼻子触,
not,adv. 表示否定，不 n. “非”（计算机中逻辑运算的一种）,
note,n. 笔记；音符；票据；注解；纸币；便笺；照会；调子 v. 注意；记录；注解,
notebook,n. 笔记本，笔记簿；手册,
nothing,neg. 没什么；毫不 n. 无；零；不关紧要之事 adv. 毫不；决不 pron. 无事；无物 int. 什么也没有,
notice,v. 注意到，察觉到 n.  注意， 察觉； 通知， 布告,
novel,adj.  新奇的， 新颖的 n. 小说,
novelist,n. (长篇)小说家,
now,adv. 现在；如今；立刻 adj. 现在的 n. 现在；目前 conj. 由于；既然,
nowadays,adv. 现今；时下 n. 当今,
nowhere,adv. 无处；任何地方都不；毫无结果 n. 无处；任何地方；无名之地 adj. 不存在的；毫无结果的；不知名的,
nuclear,adj. 原子能的；[细胞] 细胞核的；中心的；原子核的,
numb,v. 使麻木；使发愣；使失去感觉 adj. 麻木的；发愣的,
number,n. 数；（杂志等的）期；号码；数字；算术 v. 计入；总数达到,
nurse,v. 看护，护理；照顾；培养；给…喂奶 n. 护士；奶妈，保姆,
nursery,n. 托儿所， 保育室； 苗圃,
nursing,n. 护理；看护；养育 v. 看护；养育（nurse的ing形式）,
nut,n. 螺母，螺帽；坚果；难对付的人，难解的问题 v. 采坚果,
nutrition,n. 营养，营养学；营养品,
nylon,n. 尼龙，[纺] 聚酰胺纤维；尼龙袜,
oak,n. 橡树；橡木色；橡木家具 adj. 栎树的；栎木制的,
obey,v. 服从，听从；按照……行动 n. (Obey)人名；(英、法)奥贝,
object,vi. 反对， 不赞成 n. 实物， 物体； 目的， 目标； 对象， 客体； 宾语,
observe,v.  遵守， 奉行； 观察； 察觉， 看到； 评说， 评论,
obtain,vi. 通用， 流行； 存在 vt. 获得,
obvious,adj. 明显的；显著的；平淡无奇的,
occupation,n. 占领， 占据； 职业； 从事的活动， 消遣,
occupy,vt. 占， 占用；占据， 占领；使忙碌， 使从事,
occur,vi. 发生， 出现， 存在； 被想起， 被想到,
ocean,n.  洋， 海洋； 许多， 大量,
of,prep.  …的； 由…制成的； 含有…的， 装有…的,
off,adv.  距， 离， 到； 离开； 出发， 起跑； 不发生， 取消； 断开， 不供,
offence,n.  犯罪； 过错； 冒犯； 攻击,
offend,v.  冒犯， 得罪； 伤害…的感情； 使厌恶， 使不舒服； 违犯， 违反,
offer,v. 给予，提供；表示愿意；提出，提议 n.  提供， 提议； 报价， 开价,
office,n.  办公室， 办事处， 营业所； 处， 所， 局； 公职， 官职， 职责； 帮忙， 服务,
officer,n. 军官，警官；公务员，政府官员；船长 v. 指挥,
official,adj. 官员的；官方的，正式的 n. 官员， 行政人员， 高级人员,
offshore,adj. 离岸的；[海洋] 近海的；吹向海面的 adv. 向海面，向海,
often,adv.  常常， 经常,
oh,int. 哦；哎呀（表示惊讶或恐惧等）,
oil,v.  给…加润滑油； 使涂满油 n. 油；润滑油；石油，燃料油；油画；油画颜料,
oilfield,n.  油田,
old,adj.  老的， 年老的； 古老的， 陈旧的， 过时的； …岁的， …久的； 以前的， 过去,
omelette,n. 煎蛋卷,
on,adv. 向前地；作用中，行动中；继续着 prep. 向，朝……；关于；在……之上；在……时候 adj. 开着的；发生着的，正在进行中 n. (On)人名；(日)温(姓、名)；(缅、柬、印)翁,
once,adv. 一次，一回 conjunction. 一…便，一旦，一经,
one,pron. 一个人；任何人 adj. 一的；唯一的 n. 一 num. 一；一个,
oneself,pron.  自己， 自身； 亲自， 本人,
onion,n.  洋葱， 洋葱类植物,
online,adj.  在线的； 联机的， 联网的,
only,adv. 只，仅仅；不料 adj. 唯一的，仅有的；最合适的 conj. 但是；不过；可是,
onto,prep. 在…之上；对…了解；映射到…上 adj. 映射的；自身的；映成的,
open,adj. 公开的；敞开的；空旷的；坦率的；营业着的 v. 开始；展现 n. 公开；空旷；户外,
opener,n. [五金] 开启工具；开启的人,
opening,n. 开始；机会；通路；空缺的职位 adj. 开始的 v. 开放（open的ing形式）；打开；公开,
opera,n. 歌剧；歌剧院；歌剧团,
operate,v.  运转， 开动； 动手术； 经营， 管理； 起作用,
operation,n.  操作， 运转， 经营； 手术； 行动， 活动； 运算,
operator,n. 经营者；操作员；话务员；行家,
opinion,n. 意见，看法，主张,
opportunity,n.  机会， 时机,
oppose,"v. 反对,使对立,使对抗,使相对",
opposite,adj. 相反的；对面的；对立的 n. 对立面；反义词 prep. 在…的对面 adv. 在对面,
optimistic,adj. 乐观的， 乐观主义的,
optional,adj. 可选择的，随意的 n. 选修科目,
or,conj. 或，或者；还是 n. (Or)人名；(中)柯(广东话·威妥玛)；(柬)奥；(土、匈、土库、阿塞、瑞典)奥尔,
oral,adj.  口头的， 口述的； 口腔的,
orange,adj.  橙色的 n. 橙，柑，橘；橙汁，橘汁,
orbit,n. 轨道；眼眶；势力范围；生活常规 v. 盘旋；绕轨道运行,
order,n. 命令；顺序；规则；[贸易] 定单 v. 命令；整理；定购,
ordinary,adj. 普通的；平凡的；平常的 n. 普通；平常的人（或事）,
organ,n. [生物] 器官；机构；风琴；管风琴；嗓音,
organise,v. 组织起来；组织工会,
organiser,n. 组织者；发起人；形成体（等于organizer）,
organization,n. 组织， 机构； 体制， 结构,
organize,v. 组织；使有系统化；给予生机；组织成立工会等,
origin,n.  起源， 由来； 出身， 来历； 原点,
original,adj. 最初的， 原始的； 原文的 <；新颖的， 有独创性的 n. 原物； 原作； 原文,
other,adj.  别的， 其他的， 另外的； 另一的， 其余的,
otherwise,adv. 否则；另外；在其他方面 adj. 另外的；其他方面的；原本，本来 conj. 其他；如果不；然后,
ouch,n. 扣环 int. 哎哟（突然疼痛时发出的声音）,
ought,aux. 应该，应当；大概 vi. 应该，应当；大概,
our,pron.  我们的,
ours,pron. 我们的 n. (Ours)人名；(法)乌尔斯,
ourselves,pron.  我们自己； 我们亲自,
out,adv. 出现；在外；出局；出声地；不流行地 adj. 外面的；出局的；下台的 n. 出局 prep. 向；离去 v. 出来；暴露,
outcome,n. 结果，结局；成果,
outdoor,adj. 户外的；露天的；野外的（等于out-of-door）,
outdoors,adv. 在户外 n. 户外 adj. 户外的（等于outdoor）,
outer,adj. 外面的，外部的；远离中心的 n. 环外命中,
outgoing,adj. 对人友好的，开朗的；出发的，外出的；即将离职的；乐于助人的 n. 外出；流出；开支 v. 超过；优于（outgo的ing形式）,
outing,n. 远足；短途旅游；体育比赛 adj. 远足适用的 v. 出来；暴露（out的ing形式）,
outline,n. 轮廓；大纲；概要；略图 v. 概述；略述；描画…轮廓,
output,n. 产量；产品 v. 〔计算机〕输出〔信息〕,
outside,adj. 外面的，外部的；外来的 n. 外部；外观 adv. 在外面，向外面；在室外 prep. 在…范围之外,
outspoken,adj.  直言不讳的， 坦率的,
outstanding,adj.  优秀的， 杰出的， 出色的； 未解决的； 未偿付的,
outward,adj. 向外的；外面的；公开的；外服的；肉体的 adv. 向外（等于outwards）；在外；显而易见地 n. 外表；外面；物质世界,
outwards,adv. 向外，在外 adj.  向外的， 外出的,
oval,adj. 卵形的，椭圆形的 n.  卵形， 椭圆形,
over,adv. 结束；越过；从头到尾 prep. 越过；在…之上；遍于…之上 adj. 结束的；上面的 vt. 越过 n. (Over)人名；(俄、西、土)奥韦尔,
overcoat,n. 大衣，外套,
overcome,vt. 战胜， 克服； 压倒， 使受不了,
overhead,adv. 在头顶上 adj. 在头顶上的；架空的 n. 经常费用， 管理费用,
overlook,v. 忽略；俯瞰；远眺；检查；高耸于…之上 n. 忽视；眺望,
overseas,adv. 在海外，在国外 adj.  海外的， 国外的，,
overweight,adj. 超重的；过重的 vt. 使负担过重 n. 超重,
owe,v. 欠；感激；应给予；应该把……归功于 n. (Owe)人名；(瑞典、挪)奥弗,
own,v. 拥有；承认 adj. 自己的；特有的 n. 自己的,
owner,n. [经] 所有者；物主,
ownership,"n. 所有权, 物主身份",
ox,n. 阉牛；牛；公牛,
oxygen,n. [化学] 氧气，[化学] 氧,
pace,n. 一步；步速；步伐；速度 v. 踱步；缓慢而行,
pacific,adj. 和平的；温和的；平静的 n. 太平洋,
pack,n. 包装；一群；背包；包裹；一副 v. 包装；压紧；捆扎；挑选；塞满,
package,n. 包，包裹；套装软件，[计] 程序包 adj. 一揽子的 v. 打包；将…包装,
packet,n. 数据包，信息包；小包，小捆 vt. 包装，打包,
paddle,v.  用桨划船； 涉水， 戏水 n. 桨；桡足,
page,n. 页；记录；大事件，时期；男侍者 v. 给…标页码,
pain,v.  使痛苦 n. 痛，疼痛；痛苦，悲痛；,
painful,adj. 疼痛的， 引起疼痛的； 困难的； 令人不快的,
paint,v. 油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等 n. 油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰,
painter,n. 画家，绘画者；漆工,
painting,n. 绘画；油画；着色 v. 绘画（paint的ing形式）；涂色于,
pair,v.  成对， 配对 n. 一双，一对，一副；一对夫妇，一对情侣,
palace,n. 宫殿；宅邸；豪华住宅,
pale,vi.  变得苍白， 变得暗淡 adj. 苍白的；淡色的；暗淡的，微弱的,
pan,n. 平底锅；盘状的器皿；淘盘子，金盘，秤盘 v. 淘金；在浅锅中烹调（食物）；[非正式用语]严厉的批评,
pancake,n. 薄烤饼；粉饼；平降（全称pancake landing） vi. 平坠着陆；平展 vt. 使平坠著陆；使平展,
panda,n. 熊猫；猫熊,
panic,n. 恐慌，惊慌；大恐慌 adj. 恐慌的；没有理由的 v. 使恐慌,
paper,n.  纸， 墙纸； 报纸； 文件； 文章， 论文； 书面作业， 试卷,
paperwork,n.  文书工作,
paragraph,n. 段落；短评；段落符号 v. 将…分段,
parallel,adj. 平行的；类似的；并列的，并联的 n. 可相比拟的事物；相似处；平行线，平行面；纬线 vt. 与…平行； 与…相似， 与…相当， 比得上,
parcel,n. 包裹，小包，邮包 vt. 分， 分配； 把…包起来， 捆扎,
pardon,"n. 原谅,宽恕 interjection. 请重复一遍 v. 赦免",
parent,n. 父亲（或母亲）；父母亲；根源,
park,n. 公园；[交] 停车场 v. 停放；放置；寄存,
parking,n. 停车 adj. 停车的 v. 停车（park的ing形式）,
parrot,n. 鹦鹉；学舌者，应声虫；机械模仿别人的人 v. 机械地模仿,
part,n. 部分；角色；零件；一些；片段 v. 分离；分配；分开 adv. 部分地 adj. 部分的,
participate,v.  参与， 参加； 分享， 分担,
particular,adj.  特定的， 某一的； 不寻常的， 特别的， 特有的； 讲究的， 挑剔的；,
partly,"adv. 部分地,不完全地,在一定程度上",
partner,n. 伙伴；合伙人；配偶 v. 合伙；合股；成为搭档,
party,n. 政党，党派；聚会，派对；当事人 [复数 parties] v. 参加社交聚会 [ 过去式 partied 过去分词 partied 现在分词 partying ],
pass,n. 及格；经过；护照；途径；传球 v. 经过；传递；变化；终止,
passage,n.  段落， 章节； 通道； 流逝， 推移,
passenger,n. 旅客；乘客；过路人；碍手碍脚的人,
passer-by,n.  过客， 过路人,
passive,adj. 被动的，消极的；被动语态的 n. 被动语态,
passport,n. 护照，通行证；手段,
past,adj. 以前的，过去的；结束了的，不复存在的 prep. 晚于，在…之后 n.  昔日，,
patent,v. 授予专利；取得…的专利权 adj. 专利的；新奇的；显然的 n. 专利权；执照；专利品,
path,n.  小路， 小径； 路线， 途径， 路径,
patience,n. 耐性，耐心；忍耐，容忍,
patient,adj. 有耐心的，能忍耐的 n.  病人， 患者,
pattern,n. 模式，方式；样式，图案；样品，样本 vt.  仿制； 使形成， 促成,
pause,n. 暂停；间歇 v. 暂停，停顿，中止；踌躇,
pavement,"n. 人行道, 公路",
pay,v. 支付，付；偿还，补偿；给予 n. 工资，薪水；付款；报答 adj. 收费的；需付费的,
